study_id,findings_token_count,has_findings,has_impression
1843_aug_6,23,1,1
1844,14,1,1
1844_aug_1,15,1,1
1844_aug_2,15,1,1
1844_aug_3,17,1,1
1844_aug_4,21,1,1
1844_aug_5,19,1,1
1844_aug_6,17,1,1
1845,0,0,1
1845_aug_1,0,0,1
1845_aug_2,0,0,1
1845_aug_3,0,0,1
1845_aug_4,0,0,1
1845_aug_5,0,0,1
1845_aug_6,0,0,1
1846,30,1,1
1846_aug_1,32,1,1
1846_aug_2,33,1,1
1846_aug_3,34,1,1
1846_aug_4,33,1,1
1846_aug_5,36,1,1
1846_aug_6,34,1,1
1848,35,1,1
1848_aug_1,45,1,1
1848_aug_2,44,1,1
1848_aug_3,42,1,1
1848_aug_4,38,1,1
1848_aug_5,40,1,1
1848_aug_6,36,1,1
1849,17,1,1
1849_aug_1,19,1,1
1849_aug_2,22,1,1
1849_aug_3,19,1,1
1849_aug_4,20,1,1
1849_aug_5,22,1,1
1849_aug_6,18,1,1
1851,14,1,1
1851_aug_1,20,1,1
1851_aug_2,18,1,1
1851_aug_3,17,1,1
1851_aug_4,21,1,1
1851_aug_5,16,1,1
1851_aug_6,17,1,1
1853,21,1,1
1853_aug_1,24,1,1
1853_aug_2,26,1,1
1853_aug_3,23,1,1
1853_aug_4,23,1,1
1853_aug_5,22,1,1
1853_aug_6,23,1,1
1854,17,1,1
1854_aug_1,21,1,1
1854_aug_2,19,1,1
1854_aug_3,22,1,1
1854_aug_4,17,1,1
1854_aug_5,21,1,1
1854_aug_6,17,1,1
1856,17,1,1
1856_aug_1,21,1,1
1856_aug_2,23,1,1
1856_aug_3,17,1,1
1856_aug_4,22,1,1
1856_aug_5,20,1,1
1856_aug_6,20,1,1
1857,13,1,1
1857_aug_1,17,1,1
1857_aug_2,18,1,1
1857_aug_3,15,1,1
1857_aug_4,14,1,1
1857_aug_5,15,1,1
1857_aug_6,15,1,1
1859,0,0,1
1859_aug_1,0,0,1
1859_aug_2,0,0,1
1859_aug_3,0,0,1
1859_aug_4,0,0,1
1859_aug_5,0,0,1
1859_aug_6,0,0,1
1860,29,1,1
1860_aug_1,32,1,1
1860_aug_2,31,1,1
1860_aug_3,31,1,1
1860_aug_4,33,1,1
1860_aug_5,38,1,1
1860_aug_6,35,1,1
1861,17,1,1
1861_aug_1,20,1,1
1861_aug_2,23,1,1
1861_aug_3,22,1,1
1861_aug_4,22,1,1
1861_aug_5,23,1,1
1861_aug_6,24,1,1
1863,18,1,1
1863_aug_1,18,1,1
1863_aug_2,18,1,1
1863_aug_3,18,1,1
1863_aug_4,19,1,1
1863_aug_5,19,1,1
1863_aug_6,18,1,1
1864,27,1,1
1864_aug_1,29,1,1
1864_aug_2,29,1,1
1864_aug_3,28,1,1
1864_aug_4,28,1,1
1864_aug_5,30,1,1
1864_aug_6,29,1,1
1865,31,1,1
1865_aug_1,39,1,1
1865_aug_2,37,1,1
1865_aug_3,35,1,1
1865_aug_4,34,1,1
1865_aug_5,35,1,1
1865_aug_6,32,1,1
1866,9,1,1
1866_aug_1,11,1,1
1866_aug_2,11,1,1
1866_aug_3,10,1,1
1866_aug_4,9,1,1
1866_aug_5,9,1,1
1866_aug_6,12,1,1
1867,40,1,1
1867_aug_1,44,1,1
1867_aug_2,40,1,1
1867_aug_3,40,1,1
1867_aug_4,40,1,1
1867_aug_5,43,1,1
1867_aug_6,44,1,1
1871,22,1,1
1871_aug_1,32,1,1
1871_aug_2,28,1,1
1871_aug_3,24,1,1
1871_aug_4,24,1,1
1871_aug_5,31,1,1
1871_aug_6,26,1,1
1872,18,1,1
1872_aug_1,22,1,1
1872_aug_2,20,1,1
1872_aug_3,22,1,1
1872_aug_4,21,1,1
1872_aug_5,20,1,1
1872_aug_6,24,1,1
1873,19,1,1
1873_aug_1,22,1,1
1873_aug_2,24,1,1
1873_aug_3,23,1,1
1873_aug_4,22,1,1
1873_aug_5,21,1,1
1873_aug_6,20,1,1
1874,56,1,1
1874_aug_1,57,1,1
1874_aug_2,59,1,1
1874_aug_3,59,1,1
1874_aug_4,58,1,1
1874_aug_5,60,1,1
1874_aug_6,60,1,1
1875,21,1,1
1875_aug_1,24,1,1
1875_aug_2,24,1,1
1875_aug_3,25,1,1
1875_aug_4,24,1,1
1875_aug_5,24,1,1
1875_aug_6,25,1,1
1876,31,1,1
1876_aug_1,34,1,1
1876_aug_2,32,1,1
1876_aug_3,33,1,1
1876_aug_4,35,1,1
1876_aug_5,32,1,1
1876_aug_6,35,1,1
1877,14,1,1
1877_aug_1,20,1,1
1877_aug_2,15,1,1
1877_aug_3,20,1,1
1877_aug_4,18,1,1
1877_aug_5,14,1,1
1877_aug_6,15,1,1
1878,23,1,1
1878_aug_1,29,1,1
1878_aug_2,26,1,1
1878_aug_3,26,1,1
1878_aug_4,26,1,1
1878_aug_5,25,1,1
1878_aug_6,24,1,1
1879,15,1,1
1879_aug_1,18,1,1
1879_aug_2,17,1,1
1879_aug_3,17,1,1
1879_aug_4,19,1,1
1879_aug_5,17,1,1
1879_aug_6,23,1,1
1880,34,1,1
1880_aug_1,40,1,1
1880_aug_2,43,1,1
1880_aug_3,39,1,1
1880_aug_4,40,1,1
1880_aug_5,42,1,1
1880_aug_6,38,1,1
1881,18,1,1
1881_aug_1,22,1,1
1881_aug_2,23,1,1
1881_aug_3,18,1,1
1881_aug_4,20,1,1
1881_aug_5,22,1,1
1881_aug_6,22,1,1
1882,10,1,1
1882_aug_1,13,1,1
1882_aug_2,11,1,1
1882_aug_3,13,1,1
1882_aug_4,14,1,1
1882_aug_5,10,1,1
1882_aug_6,13,1,1
1883,29,1,1
1883_aug_1,33,1,1
1883_aug_2,30,1,1
1883_aug_3,37,1,1
1883_aug_4,32,1,1
1883_aug_5,31,1,1
1883_aug_6,37,1,1
1884,31,1,1
1884_aug_1,33,1,1
1884_aug_2,34,1,1
1884_aug_3,33,1,1
1884_aug_4,33,1,1
1884_aug_5,32,1,1
1884_aug_6,32,1,1
1885,21,1,1
1885_aug_1,28,1,1
1885_aug_2,22,1,1
1885_aug_3,28,1,1
1885_aug_4,25,1,1
1885_aug_5,24,1,1
1885_aug_6,30,1,1
1886,36,1,1
1886_aug_1,41,1,1
1886_aug_2,39,1,1
1886_aug_3,38,1,1
1886_aug_4,39,1,1
1886_aug_5,40,1,1
1886_aug_6,41,1,1
1888,17,1,1
1888_aug_1,20,1,1
1888_aug_2,17,1,1
1888_aug_3,22,1,1
1888_aug_4,21,1,1
1888_aug_5,19,1,1
1888_aug_6,19,1,1
1891,9,1,1
1891_aug_1,9,1,1
1891_aug_2,9,1,1
1891_aug_3,12,1,1
1891_aug_4,9,1,1
1891_aug_5,10,1,1
1891_aug_6,10,1,1
1893,28,1,1
1893_aug_1,30,1,1
1893_aug_2,32,1,1
1893_aug_3,31,1,1
1893_aug_4,29,1,1
1893_aug_5,32,1,1
1893_aug_6,30,1,1
1897,19,1,1
1897_aug_1,22,1,1
1897_aug_2,25,1,1
1897_aug_3,20,1,1
1897_aug_4,24,1,1
1897_aug_5,22,1,1
1897_aug_6,22,1,1
1899,22,1,1
1899_aug_1,22,1,1
1899_aug_2,22,1,1
1899_aug_3,26,1,1
1899_aug_4,25,1,1
1899_aug_5,24,1,1
1899_aug_6,23,1,1
1900,26,1,1
1900_aug_1,30,1,1
1900_aug_2,30,1,1
1900_aug_3,28,1,1
1900_aug_4,30,1,1
1900_aug_5,33,1,1
1900_aug_6,28,1,1
1901,34,1,1
1901_aug_1,35,1,1
1901_aug_2,36,1,1
1901_aug_3,40,1,1
1901_aug_4,38,1,1
1901_aug_5,42,1,1
1901_aug_6,38,1,1
1902,15,1,1
1902_aug_1,18,1,1
1902_aug_2,22,1,1
1902_aug_3,16,1,1
1902_aug_4,16,1,1
1902_aug_5,17,1,1
1902_aug_6,16,1,1
1903,7,1,1
1903_aug_1,10,1,1
1903_aug_2,7,1,1
1903_aug_3,7,1,1
1903_aug_4,7,1,1
1903_aug_5,10,1,1
1903_aug_6,9,1,1
1904,0,0,1
1904_aug_1,0,0,1
1904_aug_2,0,0,1
1904_aug_3,0,0,1
1904_aug_4,0,0,1
1904_aug_5,0,0,1
1904_aug_6,0,0,1
1906,0,0,1
1906_aug_1,0,0,1
1906_aug_2,0,0,1
1906_aug_3,0,0,1
1906_aug_4,0,0,1
1906_aug_5,0,0,1
1906_aug_6,0,0,1
1907,0,0,1
1907_aug_1,0,0,1
1907_aug_2,0,0,1
1907_aug_3,0,0,1
1907_aug_4,0,0,1
1907_aug_5,0,0,1
1907_aug_6,0,0,1
1908,28,1,1
1908_aug_1,29,1,1
1908_aug_2,30,1,1
1908_aug_3,34,1,1
1908_aug_4,29,1,1
1908_aug_5,28,1,1
1908_aug_6,31,1,1
1912,11,1,1
1912_aug_1,11,1,1
1912_aug_2,13,1,1
1912_aug_3,11,1,1
1912_aug_4,13,1,1
1912_aug_5,11,1,1
1912_aug_6,11,1,1
1913,19,1,1
1913_aug_1,23,1,1
1913_aug_2,27,1,1
1913_aug_3,19,1,1
1913_aug_4,26,1,1
1913_aug_5,23,1,1
1913_aug_6,23,1,1
1914,15,1,1
1914_aug_1,18,1,1
1914_aug_2,16,1,1
1914_aug_3,17,1,1
1914_aug_4,18,1,1
1914_aug_5,19,1,1
1914_aug_6,19,1,1
1915,6,1,1
1915_aug_1,8,1,1
1915_aug_2,6,1,1
1915_aug_3,7,1,1
1915_aug_4,6,1,1
1915_aug_5,9,1,1
1915_aug_6,7,1,1
1916,30,1,1
1916_aug_1,32,1,1
1916_aug_2,34,1,1
1916_aug_3,37,1,1
1916_aug_4,33,1,1
1916_aug_5,30,1,1
1916_aug_6,37,1,1
1918,32,1,1
1918_aug_1,38,1,1
1918_aug_2,37,1,1
1918_aug_3,36,1,1
1918_aug_4,36,1,1
1918_aug_5,40,1,1
1918_aug_6,37,1,1
1921,25,1,1
1921_aug_1,26,1,1
1921_aug_2,29,1,1
1921_aug_3,26,1,1
1921_aug_4,25,1,1
1921_aug_5,29,1,1
1921_aug_6,30,1,1
1922,6,1,1
1922_aug_1,6,1,1
1922_aug_2,6,1,1
1922_aug_3,6,1,1
1922_aug_4,6,1,1
1922_aug_5,6,1,1
1922_aug_6,6,1,1
1924,40,1,1
1924_aug_1,41,1,1
1924_aug_2,42,1,1
1924_aug_3,42,1,1
1924_aug_4,41,1,1
1924_aug_5,46,1,1
1924_aug_6,44,1,1
1926,9,1,1
1926_aug_1,9,1,1
1926_aug_2,12,1,1
1926_aug_3,12,1,1
1926_aug_4,9,1,1
1926_aug_5,9,1,1
1926_aug_6,10,1,1
1927,15,1,1
1927_aug_1,21,1,1
1927_aug_2,15,1,1
1927_aug_3,15,1,1
1927_aug_4,15,1,1
1927_aug_5,15,1,1
1927_aug_6,17,1,1
1928,11,1,1
1928_aug_1,13,1,1
1928_aug_2,17,1,1
1928_aug_3,13,1,1
1928_aug_4,14,1,1
1928_aug_5,11,1,1
1928_aug_6,11,1,1
1929,35,1,1
1929_aug_1,37,1,1
1929_aug_2,38,1,1
1929_aug_3,36,1,1
1929_aug_4,40,1,1
1929_aug_5,38,1,1
1929_aug_6,41,1,1
1930,29,1,1
1930_aug_1,30,1,1
1930_aug_2,32,1,1
1930_aug_3,33,1,1
1930_aug_4,32,1,1
1930_aug_5,37,1,1
1930_aug_6,36,1,1
1931,7,1,1
1931_aug_1,7,1,1
1931_aug_2,9,1,1
1931_aug_3,11,1,1
1931_aug_4,8,1,1
1931_aug_5,7,1,1
1931_aug_6,7,1,1
1933,20,1,1
1933_aug_1,23,1,1
1933_aug_2,22,1,1
1933_aug_3,25,1,1
1933_aug_4,25,1,1
1933_aug_5,23,1,1
1933_aug_6,28,1,1
1935,23,1,1
1935_aug_1,23,1,1
1935_aug_2,27,1,1
1935_aug_3,27,1,1
1935_aug_4,27,1,1
1935_aug_5,27,1,1
1935_aug_6,27,1,1
1936,30,1,1
1936_aug_1,31,1,1
1936_aug_2,32,1,1
1936_aug_3,34,1,1
1936_aug_4,34,1,1
1936_aug_5,34,1,1
1936_aug_6,32,1,1
1938,10,1,1
1938_aug_1,11,1,1
1938_aug_2,12,1,1
1938_aug_3,14,1,1
1938_aug_4,12,1,1
1938_aug_5,12,1,1
1938_aug_6,11,1,1
1939,15,1,1
1939_aug_1,14,1,1
1939_aug_2,22,1,1
1939_aug_3,15,1,1
1939_aug_4,15,1,1
1939_aug_5,16,1,1
1939_aug_6,19,1,1
1943,35,1,1
1943_aug_1,40,1,1
1943_aug_2,38,1,1
1943_aug_3,41,1,1
1943_aug_4,38,1,1
1943_aug_5,47,1,1
1943_aug_6,39,1,1
1944,0,0,1
1944_aug_1,0,0,1
1944_aug_2,0,0,1
1944_aug_3,0,0,1
1944_aug_4,0,0,1
1944_aug_5,0,0,1
1944_aug_6,0,0,1
1946,26,1,1
1946_aug_1,33,1,1
1946_aug_2,31,1,1
1946_aug_3,27,1,1
1946_aug_4,27,1,1
1946_aug_5,26,1,1
1946_aug_6,27,1,1
1948,25,1,1
1948_aug_1,26,1,1
1948_aug_2,28,1,1
1948_aug_3,27,1,1
1948_aug_4,28,1,1
1948_aug_5,32,1,1
1948_aug_6,30,1,1
1949,0,0,1
1949_aug_1,0,0,1
1949_aug_2,0,0,1
1949_aug_3,0,0,1
1949_aug_4,0,0,1
1949_aug_5,0,0,1
1949_aug_6,0,0,1
1950,19,1,1
1950_aug_1,19,1,1
1950_aug_2,21,1,1
1950_aug_3,20,1,1
1950_aug_4,22,1,1
1950_aug_5,23,1,1
1950_aug_6,22,1,1
1953,20,1,1
1953_aug_1,26,1,1
1953_aug_2,24,1,1
1953_aug_3,26,1,1
1953_aug_4,24,1,1
1953_aug_5,21,1,1
1953_aug_6,25,1,1
1954,7,1,1
1954_aug_1,7,1,1
1954_aug_2,8,1,1
1954_aug_3,9,1,1
1954_aug_4,13,1,1
1954_aug_5,7,1,1
1954_aug_6,9,1,1
1956,22,1,1
1956_aug_1,25,1,1
1956_aug_2,28,1,1
1956_aug_3,25,1,1
1956_aug_4,25,1,1
1956_aug_5,27,1,1
1956_aug_6,26,1,1
1957,23,1,1
1957_aug_1,25,1,1
1957_aug_2,23,1,1
1957_aug_3,23,1,1
1957_aug_4,24,1,1
1957_aug_5,24,1,1
1957_aug_6,23,1,1
1958,24,1,1
1958_aug_1,26,1,1
1958_aug_2,27,1,1
1958_aug_3,32,1,1
1958_aug_4,26,1,1
1958_aug_5,28,1,1
1958_aug_6,29,1,1
1960,11,1,1
1960_aug_1,12,1,1
1960_aug_2,11,1,1
1960_aug_3,14,1,1
1960_aug_4,14,1,1
1960_aug_5,11,1,1
1960_aug_6,11,1,1
1961,22,1,1
1961_aug_1,23,1,1
1961_aug_2,25,1,1
1961_aug_3,25,1,1
1961_aug_4,26,1,1
1961_aug_5,27,1,1
1961_aug_6,26,1,1
1963,25,1,1
1963_aug_1,27,1,1
1963_aug_2,27,1,1
1963_aug_3,27,1,1
1963_aug_4,27,1,1
1963_aug_5,29,1,1
1963_aug_6,32,1,1
1965,20,1,1
1965_aug_1,25,1,1
1965_aug_2,24,1,1
1965_aug_3,24,1,1
1965_aug_4,25,1,1
1965_aug_5,25,1,1
1965_aug_6,22,1,1
1968,25,1,1
1968_aug_1,33,1,1
1968_aug_2,27,1,1
1968_aug_3,30,1,1
1968_aug_4,27,1,1
1968_aug_5,27,1,1
1968_aug_6,29,1,1
1969,0,0,1
1969_aug_1,0,0,1
1969_aug_2,0,0,1
1969_aug_3,0,0,1
1969_aug_4,0,0,1
1969_aug_5,0,0,1
1969_aug_6,0,0,1
1972,17,1,1
1972_aug_1,20,1,1
1972_aug_2,18,1,1
1972_aug_3,20,1,1
1972_aug_4,19,1,1
1972_aug_5,21,1,1
1972_aug_6,19,1,1
1973,36,1,1
1973_aug_1,39,1,1
1973_aug_2,40,1,1
1973_aug_3,40,1,1
1973_aug_4,37,1,1
1973_aug_5,38,1,1
1973_aug_6,39,1,1
1974,11,1,1
1974_aug_1,14,1,1
1974_aug_2,14,1,1
1974_aug_3,19,1,1
1974_aug_4,15,1,1
1974_aug_5,16,1,1
1974_aug_6,11,1,1
1975,0,0,1
1975_aug_1,0,0,1
1975_aug_2,0,0,1
1975_aug_3,0,0,1
1975_aug_4,0,0,1
1975_aug_5,0,0,1
1975_aug_6,0,0,1
1976,0,0,1
1976_aug_1,0,0,1
1976_aug_2,0,0,1
1976_aug_3,0,0,1
1976_aug_4,0,0,1
1976_aug_5,0,0,1
1976_aug_6,0,0,1
1977,0,0,1
1977_aug_1,0,0,1
1977_aug_2,0,0,1
1977_aug_3,0,0,1
1977_aug_4,0,0,1
1977_aug_5,0,0,1
1977_aug_6,0,0,1
1978,18,1,1
1978_aug_1,20,1,1
1978_aug_2,22,1,1
1978_aug_3,20,1,1
1978_aug_4,20,1,1
1978_aug_5,22,1,1
1978_aug_6,22,1,1
1980,22,1,1
1980_aug_1,24,1,1
1980_aug_2,23,1,1
1980_aug_3,25,1,1
1980_aug_4,25,1,1
1980_aug_5,23,1,1
1980_aug_6,22,1,1
1982,0,0,1
1982_aug_1,0,0,1
1982_aug_2,0,0,1
1982_aug_3,0,0,1
1982_aug_4,0,0,1
1982_aug_5,0,0,1
1982_aug_6,0,0,1
1983,0,0,1
1983_aug_1,0,0,1
1983_aug_2,0,0,1
1983_aug_3,0,0,1
1983_aug_4,0,0,1
1983_aug_5,0,0,1
1983_aug_6,0,0,1
1985,20,1,1
1985_aug_1,24,1,1
1985_aug_2,23,1,1
1985_aug_3,28,1,1
1985_aug_4,23,1,1
1985_aug_5,20,1,1
1985_aug_6,23,1,1
1987,28,1,1
1987_aug_1,35,1,1
1987_aug_2,31,1,1
1987_aug_3,32,1,1
1987_aug_4,29,1,1
1987_aug_5,36,1,1
1987_aug_6,35,1,1
1988,0,0,1
1988_aug_1,0,0,1
1988_aug_2,0,0,1
1988_aug_3,0,0,1
1988_aug_4,0,0,1
1988_aug_5,0,0,1
1988_aug_6,0,0,1
1990,20,1,1
1990_aug_1,24,1,1
1990_aug_2,21,1,1
1990_aug_3,22,1,1
1990_aug_4,21,1,1
1990_aug_5,20,1,1
1990_aug_6,21,1,1
1991,27,1,1
1991_aug_1,33,1,1
1991_aug_2,35,1,1
1991_aug_3,32,1,1
1991_aug_4,30,1,1
1991_aug_5,29,1,1
1991_aug_6,31,1,1
1993,18,1,1
1993_aug_1,21,1,1
1993_aug_2,21,1,1
1993_aug_3,22,1,1
1993_aug_4,19,1,1
1993_aug_5,18,1,1
1993_aug_6,20,1,1
1994,16,1,1
1994_aug_1,19,1,1
1994_aug_2,20,1,1
1994_aug_3,27,1,1
1994_aug_4,19,1,1
1994_aug_5,19,1,1
1994_aug_6,18,1,1
2000,12,1,1
2000_aug_1,13,1,1
2000_aug_2,18,1,1
2000_aug_3,15,1,1
2000_aug_4,13,1,1
2000_aug_5,17,1,1
2000_aug_6,15,1,1
2003,29,1,1
2003_aug_1,36,1,1
2003_aug_2,33,1,1
2003_aug_3,33,1,1
2003_aug_4,37,1,1
2003_aug_5,31,1,1
2003_aug_6,34,1,1
2005,14,1,1
2005_aug_1,15,1,1
2005_aug_2,16,1,1
2005_aug_3,17,1,1
2005_aug_4,18,1,1
2005_aug_5,19,1,1
2005_aug_6,18,1,1
2006,34,1,1
2006_aug_1,37,1,1
2006_aug_2,38,1,1
2006_aug_3,40,1,1
2006_aug_4,39,1,1
2006_aug_5,36,1,1
2006_aug_6,40,1,1
2007,16,1,1
2007_aug_1,19,1,1
2007_aug_2,20,1,1
2007_aug_3,19,1,1
2007_aug_4,21,1,1
2007_aug_5,17,1,1
2007_aug_6,20,1,1
2008,15,1,1
2008_aug_1,23,1,1
2008_aug_2,17,1,1
2008_aug_3,19,1,1
2008_aug_4,17,1,1
2008_aug_5,20,1,1
2008_aug_6,17,1,1
2010,0,0,1
2010_aug_1,0,0,1
2010_aug_2,0,0,1
2010_aug_3,0,0,1
2010_aug_4,0,0,1
2010_aug_5,0,0,1
2010_aug_6,0,0,1
2012,10,1,1
2012_aug_1,14,1,1
2012_aug_2,13,1,1
2012_aug_3,13,1,1
2012_aug_4,12,1,1
2012_aug_5,14,1,1
2012_aug_6,13,1,1
2013,19,1,1
2013_aug_1,21,1,1
2013_aug_2,24,1,1
2013_aug_3,22,1,1
2013_aug_4,26,1,1
2013_aug_5,23,1,1
2013_aug_6,21,1,1
2014,27,1,1
2014_aug_1,29,1,1
2014_aug_2,32,1,1
2014_aug_3,30,1,1
2014_aug_4,30,1,1
2014_aug_5,28,1,1
2014_aug_6,34,1,1
2015,28,1,1
2015_aug_1,29,1,1
2015_aug_2,29,1,1
2015_aug_3,31,1,1
2015_aug_4,32,1,1
2015_aug_5,35,1,1
2015_aug_6,31,1,1
2016,20,1,1
2016_aug_1,23,1,1
2016_aug_2,21,1,1
2016_aug_3,22,1,1
2016_aug_4,23,1,1
2016_aug_5,27,1,1
2016_aug_6,23,1,1
2017,7,1,1
2017_aug_1,7,1,1
2017_aug_2,7,1,1
2017_aug_3,9,1,1
2017_aug_4,7,1,1
2017_aug_5,9,1,1
2017_aug_6,7,1,1
2019,15,1,1
2019_aug_1,17,1,1
2019_aug_2,16,1,1
2019_aug_3,17,1,1
2019_aug_4,17,1,1
2019_aug_5,17,1,1
2019_aug_6,18,1,1
2020,19,1,1
2020_aug_1,23,1,1
2020_aug_2,23,1,1
2020_aug_3,26,1,1
2020_aug_4,22,1,1
2020_aug_5,22,1,1
2020_aug_6,22,1,1
2021,18,1,1
2021_aug_1,23,1,1
2021_aug_2,22,1,1
2021_aug_3,23,1,1
2021_aug_4,19,1,1
2021_aug_5,23,1,1
2021_aug_6,20,1,1
2022,17,1,1
2022_aug_1,17,1,1
2022_aug_2,17,1,1
2022_aug_3,17,1,1
2022_aug_4,18,1,1
2022_aug_5,17,1,1
2022_aug_6,18,1,1
2024,0,0,1
2024_aug_1,0,0,1
2024_aug_2,0,0,1
2024_aug_3,0,0,1
2024_aug_4,0,0,1
2024_aug_5,0,0,1
2024_aug_6,0,0,1
2026,22,1,1
2026_aug_1,24,1,1
2026_aug_2,29,1,1
2026_aug_3,24,1,1
2026_aug_4,24,1,1
2026_aug_5,24,1,1
2026_aug_6,26,1,1
2027,35,1,1
2027_aug_1,36,1,1
2027_aug_2,37,1,1
2027_aug_3,39,1,1
2027_aug_4,38,1,1
2027_aug_5,37,1,1
2027_aug_6,38,1,1
2028,10,1,1
2028_aug_1,13,1,1
2028_aug_2,13,1,1
2028_aug_3,13,1,1
2028_aug_4,12,1,1
2028_aug_5,14,1,1
2028_aug_6,13,1,1
2029,18,1,1
2029_aug_1,21,1,1
2029_aug_2,25,1,1
2029_aug_3,22,1,1
2029_aug_4,21,1,1
2029_aug_5,21,1,1
2029_aug_6,22,1,1
2031,16,1,1
2031_aug_1,17,1,1
2031_aug_2,22,1,1
2031_aug_3,17,1,1
2031_aug_4,19,1,1
2031_aug_5,18,1,1
2031_aug_6,16,1,1
2032,14,1,1
2032_aug_1,18,1,1
2032_aug_2,21,1,1
2032_aug_3,17,1,1
2032_aug_4,18,1,1
2032_aug_5,16,1,1
2032_aug_6,17,1,1
2034,32,1,1
2034_aug_1,33,1,1
2034_aug_2,32,1,1
2034_aug_3,34,1,1
2034_aug_4,32,1,1
2034_aug_5,33,1,1
2034_aug_6,35,1,1
2035,26,1,1
2035_aug_1,28,1,1
2035_aug_2,29,1,1
2035_aug_3,28,1,1
2035_aug_4,28,1,1
2035_aug_5,27,1,1
2035_aug_6,30,1,1
2038,15,1,1
2038_aug_1,20,1,1
2038_aug_2,17,1,1
2038_aug_3,17,1,1
2038_aug_4,18,1,1
2038_aug_5,18,1,1
2038_aug_6,18,1,1
2039,18,1,1
2039_aug_1,23,1,1
2039_aug_2,18,1,1
2039_aug_3,23,1,1
2039_aug_4,18,1,1
2039_aug_5,20,1,1
2039_aug_6,21,1,1
2041,14,1,1
2041_aug_1,20,1,1
2041_aug_2,16,1,1
2041_aug_3,17,1,1
2041_aug_4,15,1,1
2041_aug_5,17,1,1
2041_aug_6,14,1,1
2044,22,1,1
2044_aug_1,27,1,1
2044_aug_2,28,1,1
2044_aug_3,25,1,1
2044_aug_4,26,1,1
2044_aug_5,26,1,1
2044_aug_6,27,1,1
2046,61,1,1
2046_aug_1,63,1,1
2046_aug_2,64,1,1
2046_aug_3,67,1,1
2046_aug_4,65,1,1
2046_aug_5,68,1,1
2046_aug_6,62,1,1
2047,20,1,1
2047_aug_1,21,1,1
2047_aug_2,26,1,1
2047_aug_3,21,1,1
2047_aug_4,21,1,1
2047_aug_5,23,1,1
2047_aug_6,26,1,1
2048,30,1,1
2048_aug_1,32,1,1
2048_aug_2,33,1,1
2048_aug_3,31,1,1
2048_aug_4,34,1,1
2048_aug_5,32,1,1
2048_aug_6,34,1,1
2050,0,0,1
2050_aug_1,0,0,1
2050_aug_2,0,0,1
2050_aug_3,0,0,1
2050_aug_4,0,0,1
2050_aug_5,0,0,1
2050_aug_6,0,0,1
2053,12,1,1
2053_aug_1,17,1,1
2053_aug_2,19,1,1
2053_aug_3,18,1,1
2053_aug_4,13,1,1
2053_aug_5,14,1,1
2053_aug_6,16,1,1
2055,0,0,1
2055_aug_1,0,0,1
2055_aug_2,0,0,1
2055_aug_3,0,0,1
2055_aug_4,0,0,1
2055_aug_5,0,0,1
2055_aug_6,0,0,1
2056,21,1,1
2056_aug_1,22,1,1
2056_aug_2,22,1,1
2056_aug_3,26,1,1
2056_aug_4,30,1,1
2056_aug_5,24,1,1
2056_aug_6,25,1,1
2059,22,1,1
2059_aug_1,27,1,1
2059_aug_2,28,1,1
2059_aug_3,24,1,1
2059_aug_4,26,1,1
2059_aug_5,24,1,1
2059_aug_6,26,1,1
2061,10,1,1
2061_aug_1,12,1,1
2061_aug_2,11,1,1
2061_aug_3,12,1,1
2061_aug_4,11,1,1
2061_aug_5,12,1,1
2061_aug_6,12,1,1
2062,32,1,1
2062_aug_1,38,1,1
2062_aug_2,38,1,1
2062_aug_3,35,1,1
2062_aug_4,37,1,1
2062_aug_5,34,1,1
2062_aug_6,34,1,1
2063,0,0,1
2063_aug_1,0,0,1
2063_aug_2,0,0,1
2063_aug_3,0,0,1
2063_aug_4,0,0,1
2063_aug_5,0,0,1
2063_aug_6,0,0,1
2065,25,1,1
2065_aug_1,29,1,1
2065_aug_2,30,1,1
2065_aug_3,27,1,1
2065_aug_4,28,1,1
2065_aug_5,27,1,1
2065_aug_6,27,1,1
2066,26,1,1
2066_aug_1,28,1,1
2066_aug_2,29,1,1
2066_aug_3,29,1,1
2066_aug_4,31,1,1
2066_aug_5,26,1,1
2066_aug_6,29,1,1
2067,13,1,1
2067_aug_1,18,1,1
2067_aug_2,19,1,1
2067_aug_3,16,1,1
2067_aug_4,19,1,1
2067_aug_5,18,1,1
2067_aug_6,13,1,1
2068,11,1,1
2068_aug_1,11,1,1
2068_aug_2,15,1,1
2068_aug_3,12,1,1
2068_aug_4,15,1,1
2068_aug_5,20,1,1
2068_aug_6,12,1,1
2069,14,1,1
2069_aug_1,19,1,1
2069_aug_2,21,1,1
2069_aug_3,20,1,1
2069_aug_4,18,1,1
2069_aug_5,18,1,1
2069_aug_6,22,1,1
2072,26,1,1
2072_aug_1,26,1,1
2072_aug_2,26,1,1
2072_aug_3,26,1,1
2072_aug_4,27,1,1
2072_aug_5,26,1,1
2072_aug_6,26,1,1
2074,34,1,1
2074_aug_1,37,1,1
2074_aug_2,34,1,1
2074_aug_3,35,1,1
2074_aug_4,39,1,1
2074_aug_5,41,1,1
2074_aug_6,36,1,1
2075,13,1,1
2075_aug_1,15,1,1
2075_aug_2,15,1,1
2075_aug_3,16,1,1
2075_aug_4,16,1,1
2075_aug_5,17,1,1
2075_aug_6,21,1,1
2077,47,1,1
